-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2023 in LST
Location: latitude  24.8607   longitude 67.0099 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PS              MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,RH2M,WS2M,T2M,PS,PRECTOTCORR
2013,5,26,80.25,6.18,29.17,99.74,0.0
2013,5,27,77.33,5.2,29.37,99.81,0.0
2013,5,28,77.82,6.0,29.42,99.81,0.0
2013,5,29,77.31,6.6,29.6,99.8,0.0
2013,5,30,77.06,6.03,29.44,99.77,0.0
2013,5,31,76.0,5.84,29.67,99.63,0.0
2013,6,1,71.99,4.74,30.08,99.62,0.0
2013,6,2,66.01,3.64,30.88,99.62,0.0
2013,6,3,62.99,3.35,30.94,99.59,0.0
2013,6,4,65.74,2.96,31.35,99.72,0.0
2013,6,5,72.5,2.98,30.75,99.8,0.0
2013,6,6,77.37,6.25,30.32,99.56,0.0
2013,6,7,77.86,5.35,30.6,99.32,0.0
2013,6,8,76.4,3.48,30.29,99.29,0.0
2013,6,9,74.87,2.94,30.67,99.18,0.0
2013,6,10,75.81,2.65,30.9,99.1,0.01
2013,6,11,73.54,2.66,31.42,99.07,0.09
2013,6,12,68.61,2.5,32.01,98.98,0.42
2013,6,13,73.9,3.51,30.91,99.02,0.92
2013,6,14,64.96,2.77,32.85,99.02,0.04
2013,6,15,67.63,2.87,32.69,98.95,2.47
2013,6,16,70.74,2.62,32.19,98.9,1.53
2013,6,17,71.76,4.19,31.37,98.95,0.0
2013,6,18,70.09,4.79,31.07,99.1,0.0
2013,6,19,67.18,4.14,30.42,99.39,0.0
2013,6,20,69.72,4.06,30.6,99.55,0.0
2013,6,21,70.47,5.63,30.26,99.49,0.0
2013,6,22,68.88,5.74,30.41,99.4,0.0
2013,6,23,71.3,5.2,30.53,99.29,0.0
2013,6,24,69.37,4.91,30.72,99.2,0.0
2013,6,25,68.48,4.22,30.95,99.29,0.0
2013,6,26,68.99,4.59,30.89,99.38,0.0
2013,6,27,71.38,5.64,30.71,99.24,0.03
2013,6,28,70.63,5.51,30.96,99.19,0.0
2013,6,29,73.41,5.16,30.8,99.25,0.0
2013,6,30,74.95,5.44,30.35,99.35,0.0
2013,7,1,71.83,5.75,30.3,99.29,0.0
2013,7,2,72.36,5.51,30.13,99.2,0.0
2013,7,3,72.48,5.02,30.11,99.27,0.0
2013,7,4,72.89,5.0,29.93,99.26,0.0
2013,7,5,72.86,5.73,30.17,99.19,0.01
2013,7,6,73.16,4.67,30.64,99.3,0.02
2013,7,7,76.77,4.22,30.12,99.41,0.08
2013,7,8,75.73,4.79,30.17,99.25,0.03
2013,7,9,76.25,5.67,30.02,99.09,0.09
2013,7,10,72.94,6.32,29.9,99.05,0.16
2013,7,11,69.89,4.85,30.14,99.23,0.02
2013,7,12,70.47,4.29,30.46,99.39,0.06
2013,7,13,75.85,5.3,29.49,99.38,1.03
2013,7,14,75.44,5.57,29.3,99.38,0.15
2013,7,15,76.04,6.03,29.51,99.4,0.04
2013,7,16,75.29,5.23,29.7,99.33,0.03
2013,7,17,74.02,4.65,29.78,99.35,0.01
2013,7,18,76.54,5.55,29.13,99.23,0.45
2013,7,19,76.5,5.6,29.35,98.98,0.26
2013,7,20,75.64,4.06,29.75,99.08,0.0
2013,7,21,75.31,3.86,29.82,99.16,0.02
2013,7,22,75.81,4.32,29.67,99.01,0.03
2013,7,23,72.47,3.23,30.39,99.13,0.01
2013,7,24,74.8,3.9,30.3,99.09,0.0
2013,7,25,78.89,4.18,29.37,98.99,0.01
2013,7,26,73.99,3.78,30.14,98.86,0.03
2013,7,27,73.39,3.34,30.26,99.17,0.05
2013,7,28,81.17,4.55,28.51,99.39,1.19
2013,7,29,80.09,5.51,28.48,99.32,0.28
2013,7,30,76.86,5.68,28.87,99.22,0.33
2013,7,31,75.12,4.12,29.31,99.11,0.3
2013,8,1,76.81,3.02,29.18,99.1,0.24
2013,8,2,78.25,2.36,29.21,99.15,1.56
2013,8,3,76.19,1.62,29.38,99.25,7.97
2013,8,4,81.42,3.37,28.24,99.51,22.82
2013,8,5,76.92,3.24,28.69,99.57,7.99
2013,8,6,75.76,4.21,29.06,99.57,0.82
2013,8,7,74.76,3.8,29.01,99.66,0.86
2013,8,8,75.89,4.67,29.15,99.64,1.37
2013,8,9,78.16,5.56,29.02,99.49,1.23
2013,8,10,78.65,4.05,29.22,99.42,0.83
2013,8,11,77.78,3.01,29.35,99.55,0.32
2013,8,12,81.49,2.74,28.61,99.55,0.18
2013,8,13,84.49,3.47,28.52,99.32,0.21
2013,8,14,84.29,3.13,28.59,99.3,0.31
2013,8,15,78.91,2.93,29.16,99.53,0.28
2013,8,16,79.05,3.51,28.78,99.58,0.16
2013,8,17,76.77,4.27,28.53,99.53,0.01
2013,8,18,77.39,4.81,28.32,99.55,0.01
2013,8,19,77.24,5.09,28.36,99.6,0.01
2013,8,20,79.24,5.64,28.41,99.55,0.0
2013,8,21,78.28,5.51,28.19,99.51,0.0
2013,8,22,76.48,5.12,28.05,99.65,0.0
2013,8,23,75.76,4.83,27.93,99.73,0.0
2013,8,24,76.18,4.62,27.93,99.71,0.0
2013,8,25,77.09,4.56,27.9,99.64,0.0
2013,8,26,76.59,5.31,27.94,99.57,0.0
2013,8,27,74.41,5.43,27.87,99.6,0.0
2013,8,28,72.44,4.87,27.9,99.77,0.0
2013,8,29,70.25,4.19,28.2,99.91,0.0
2013,8,30,72.51,4.85,27.74,99.91,0.0
2013,8,31,72.36,4.68,27.79,99.92,0.0
2013,9,1,72.75,4.35,27.93,100.0,0.0
2013,9,2,73.31,5.15,27.58,100.08,0.0
2013,9,3,73.08,5.34,27.67,99.94,0.0
2013,9,4,73.87,4.83,27.82,99.92,0.0
2013,9,5,73.3,5.05,27.74,99.88,0.0
2013,9,6,72.7,5.14,27.58,99.96,0.0
2013,9,7,72.08,4.46,27.68,100.03,0.0
2013,9,8,72.07,3.38,28.07,100.1,0.0
2013,9,9,68.96,3.06,28.31,100.28,0.0
2013,9,10,70.76,3.86,28.02,100.14,0.0
2013,9,11,71.9,4.26,27.95,100.05,0.0
2013,9,12,72.54,3.88,28.05,100.24,0.1
2013,9,13,70.88,3.69,28.9,100.26,0.0
2013,9,14,72.47,3.79,28.99,100.04,0.0
2013,9,15,75.81,4.33,28.43,99.71,0.0
2013,9,16,76.55,3.89,28.16,99.64,0.0
2013,9,17,73.31,2.94,28.56,99.81,0.0
2013,9,18,72.17,3.53,28.55,99.85,0.0
2013,9,19,74.78,4.03,28.22,99.85,0.0
2013,9,20,77.86,4.06,27.95,99.76,0.0
2013,9,21,76.48,3.71,28.29,99.73,0.0
2013,9,22,73.98,3.75,28.95,99.68,0.0
2013,9,23,77.19,4.21,28.13,99.62,0.02
2013,9,24,74.13,3.44,28.87,99.65,0.07
2013,9,25,72.01,3.2,29.77,99.72,0.02
2013,9,26,71.42,2.64,30.18,99.77,0.36
2013,9,27,75.25,3.21,29.46,99.83,3.07
2013,9,28,77.49,2.94,28.9,99.85,0.3
2013,9,29,75.81,2.08,29.25,99.75,0.0
2013,9,30,74.84,2.5,28.98,99.7,0.0
2013,10,1,70.48,2.28,29.55,99.93,0.0
2013,10,2,63.91,2.37,31.18,100.12,0.08
2013,10,3,60.63,2.4,31.73,100.06,0.0
2013,10,4,65.64,3.06,30.18,99.92,0.0
2013,10,5,77.56,3.53,28.72,99.91,0.0
2013,10,6,77.5,3.52,28.07,99.93,0.0
2013,10,7,72.93,2.64,28.28,100.25,0.0
2013,10,8,70.58,2.47,28.46,100.37,0.0
2013,10,9,71.14,2.76,28.75,100.34,0.01
2013,10,10,66.55,1.52,30.62,100.27,0.14
2013,10,11,66.73,1.76,30.58,100.26,0.11
2013,10,12,65.75,2.07,29.76,100.16,0.24
2013,10,13,67.29,2.8,29.68,100.21,0.42
2013,10,14,69.5,3.19,29.31,100.29,0.0
2013,10,15,76.02,3.53,28.41,100.34,0.0
2013,10,16,76.66,3.82,28.39,100.36,0.0
2013,10,17,76.59,3.12,28.28,100.42,0.0
2013,10,18,71.11,1.93,28.51,100.57,0.0
2013,10,19,68.6,2.1,27.91,100.61,0.0
2013,10,20,74.76,2.92,27.03,100.53,0.0
2013,10,21,75.21,2.6,27.07,100.36,0.0
2013,10,22,71.24,2.21,27.38,100.46,0.0
2013,10,23,62.76,2.05,27.81,100.64,0.0
2013,10,24,49.44,2.03,28.52,100.58,0.0
2013,10,25,46.62,2.02,28.45,100.43,0.0
2013,10,26,55.42,1.78,28.06,100.4,0.0
2013,10,27,70.26,2.23,27.15,100.49,0.0
2013,10,28,68.81,3.23,26.79,100.51,0.0
2013,10,29,72.19,3.68,26.73,100.52,0.0
2013,10,30,76.63,3.72,27.02,100.64,0.0
2013,10,31,69.3,2.28,26.97,100.69,0.0
2013,11,1,63.57,1.79,27.13,100.77,0.0
2013,11,2,58.11,1.74,26.67,100.81,0.0
2013,11,3,53.42,1.68,26.34,100.83,0.0
2013,11,4,54.35,1.8,26.43,100.93,0.0
2013,11,5,63.74,2.33,25.49,100.85,0.0
2013,11,6,59.82,2.39,26.09,100.77,0.0
2013,11,7,47.49,1.6,26.05,100.78,0.0
2013,11,8,41.13,2.51,24.76,100.9,0.0
2013,11,9,42.24,2.04,23.93,101.0,0.0
2013,11,10,36.19,2.63,24.06,101.08,0.0
2013,11,11,51.1,2.12,23.66,100.82,0.0
2013,11,12,57.13,1.59,23.8,100.67,0.0
2013,11,13,56.33,1.69,24.28,100.68,0.0
2013,11,14,38.0,1.62,24.8,100.76,0.0
2013,11,15,33.7,2.77,24.31,100.88,0.03
2013,11,16,31.57,2.93,24.34,101.01,0.0
2013,11,17,36.07,2.67,24.3,101.03,0.0
2013,11,18,39.69,2.82,24.47,101.07,0.0
2013,11,19,42.34,2.17,24.47,100.99,0.0
2013,11,20,58.08,2.24,24.73,100.68,0.0
2013,11,21,62.5,2.11,25.02,100.35,0.0
2013,11,22,64.08,1.9,25.24,100.6,0.0
2013,11,23,45.55,2.05,24.72,100.71,0.37
2013,11,24,44.28,2.12,24.99,100.8,0.0
2013,11,25,51.67,1.96,24.95,100.75,0.0
2013,11,26,61.75,2.03,24.44,100.67,0.0
2013,11,27,66.27,2.03,23.89,100.74,0.0
2013,11,28,58.09,1.57,24.08,100.9,0.0
2013,11,29,39.73,2.73,24.82,101.05,0.0
2013,11,30,46.89,2.38,24.19,101.02,0.0
2013,12,1,61.58,2.62,23.75,100.89,0.0
2013,12,2,57.22,1.82,24.26,100.82,0.0
2013,12,3,43.03,2.21,22.97,100.85,0.0
2013,12,4,33.05,3.04,22.67,101.01,0.0
2013,12,5,35.38,2.29,22.88,100.94,0.0
2013,12,6,50.78,2.38,22.18,100.77,0.0
2013,12,7,70.64,2.99,22.78,100.65,0.0
2013,12,8,70.73,1.5,23.87,100.64,0.0
2013,12,9,56.38,1.67,22.6,100.64,0.0
2013,12,10,73.0,2.02,21.87,100.62,0.0
2013,12,11,70.6,1.95,21.96,100.78,0.0
2013,12,12,64.8,1.73,23.2,100.93,0.0
2013,12,13,66.83,2.25,22.25,100.9,0.0
2013,12,14,66.29,3.0,22.47,100.72,0.0
2013,12,15,71.66,2.81,22.6,100.7,0.0
2013,12,16,68.18,1.66,22.96,100.85,0.0
2013,12,17,67.26,1.93,23.51,100.78,0.0
2013,12,18,47.54,2.66,22.76,100.7,0.0
2013,12,19,28.71,2.31,21.36,100.74,0.0
2013,12,20,27.29,2.26,20.05,100.91,0.0
2013,12,21,33.72,2.04,19.76,100.93,0.0
2013,12,22,39.78,3.09,19.18,101.13,0.0
2013,12,23,36.32,3.84,17.75,101.46,0.0
2013,12,24,38.65,2.31,17.93,101.56,0.0
2013,12,25,36.57,1.74,18.87,101.5,0.0
2013,12,26,37.44,1.78,18.73,101.31,0.0
2013,12,27,35.1,2.42,17.64,101.21,0.0
2013,12,28,26.99,1.53,17.76,101.19,0.0
2013,12,29,28.34,2.09,17.23,101.15,0.0
2013,12,30,32.46,2.21,15.36,101.09,0.0
2013,12,31,24.92,2.86,14.49,101.38,0.0
2014,1,1,30.1,4.55,14.26,101.51,0.0
2014,1,2,30.74,4.01,14.76,101.43,0.0
2014,1,3,35.94,2.72,16.09,101.25,0.0
2014,1,4,52.76,2.21,18.68,100.98,0.0
2014,1,5,41.0,1.94,18.88,100.95,0.0
2014,1,6,30.13,2.0,18.2,101.01,0.0
2014,1,7,25.8,3.11,18.01,100.98,0.0
2014,1,8,36.35,2.26,17.78,100.93,0.0
2014,1,9,51.2,2.57,16.49,101.18,0.0
2014,1,10,44.56,2.41,16.88,101.17,0.0
2014,1,11,32.69,2.91,16.35,101.4,0.0
2014,1,12,28.19,1.91,18.29,101.43,0.0
2014,1,13,45.11,1.82,19.72,101.25,0.0
2014,1,14,53.86,1.87,19.08,101.15,0.0
2014,1,15,53.55,1.33,19.53,101.25,0.0
2014,1,16,58.42,1.98,19.17,101.19,0.0
2014,1,17,57.15,1.81,19.76,101.04,0.0
2014,1,18,46.61,1.87,19.14,101.22,0.0
2014,1,19,44.01,4.96,18.58,101.5,0.0
2014,1,20,48.52,3.82,17.66,101.32,0.0
2014,1,21,38.59,2.48,18.9,101.23,0.0
2014,1,22,50.51,2.29,19.17,101.24,0.0
2014,1,23,55.05,1.38,19.55,101.3,0.0
2014,1,24,42.42,2.76,18.99,101.29,0.0
2014,1,25,42.13,1.92,19.51,101.23,0.0
2014,1,26,43.53,1.73,20.34,101.22,0.0
2014,1,27,39.33,2.15,20.96,101.23,0.0
2014,1,28,42.23,2.24,21.12,101.1,0.0
2014,1,29,56.24,2.5,20.96,100.99,0.0
2014,1,30,59.62,2.11,21.06,101.05,0.0
2014,1,31,53.6,2.07,21.52,101.03,0.0
2014,2,1,46.41,2.62,22.03,100.92,0.0
2014,2,2,47.89,2.22,21.61,100.85,0.02
2014,2,3,71.11,3.48,21.49,100.75,0.0
2014,2,4,56.49,2.74,20.97,100.6,0.01
2014,2,5,64.51,2.51,21.29,100.5,0.06
2014,2,6,75.51,4.49,21.68,100.4,0.05
2014,2,7,48.45,4.34,18.83,100.54,0.0
2014,2,8,38.57,2.96,17.82,100.63,0.0
2014,2,9,35.87,2.8,18.2,100.67,0.0
2014,2,10,39.33,5.28,19.1,100.53,0.0
2014,2,11,29.9,2.53,18.52,100.57,0.0
2014,2,12,29.26,3.54,18.53,100.58,0.0
2014,2,13,34.51,2.95,19.31,100.54,0.0
2014,2,14,47.75,3.54,19.76,100.55,0.0
2014,2,15,36.04,3.01,18.47,100.52,0.0
2014,2,16,31.06,2.29,19.61,100.89,0.0
2014,2,17,38.59,2.11,19.71,101.23,0.0
2014,2,18,47.9,2.94,19.52,101.1,0.0
2014,2,19,68.43,4.01,20.41,100.77,0.0
2014,2,20,62.81,2.16,21.81,100.62,0.0
2014,2,21,55.65,2.01,21.69,100.69,0.0
2014,2,22,47.21,2.3,20.96,100.96,0.0
2014,2,23,38.98,3.11,20.7,101.16,0.0
2014,2,24,34.21,3.61,20.43,101.14,0.0
2014,2,25,38.62,2.52,21.31,101.0,0.0
2014,2,26,55.64,2.22,21.61,100.82,0.0
2014,2,27,51.78,3.12,21.66,100.67,0.0
2014,2,28,47.47,3.13,20.75,100.77,0.0
2014,3,1,60.37,2.98,20.68,100.87,0.0
2014,3,2,74.0,2.34,21.23,100.88,0.05
2014,3,3,78.39,1.74,20.7,100.85,8.1
2014,3,4,68.8,2.39,21.35,100.97,0.0
2014,3,5,57.64,2.75,21.58,100.97,0.0
2014,3,6,58.21,2.31,22.63,100.93,0.0
2014,3,7,50.37,2.21,23.68,100.95,0.0
2014,3,8,44.33,2.42,24.42,100.96,0.0
2014,3,9,43.1,2.66,24.7,100.79,0.0
2014,3,10,60.64,3.68,24.14,100.59,0.0
2014,3,11,31.22,3.38,22.61,100.73,0.0
2014,3,12,38.74,2.38,23.24,100.88,0.0
2014,3,13,30.49,2.92,23.97,101.01,0.0
2014,3,14,35.74,2.34,24.75,100.83,0.0
2014,3,15,42.06,2.52,25.06,100.8,0.0
2014,3,16,63.22,3.52,23.97,100.97,0.01
2014,3,17,65.42,5.26,23.9,100.88,0.17
2014,3,18,48.81,2.6,23.96,100.93,0.0
2014,3,19,55.01,2.57,24.06,100.85,0.0
2014,3,20,61.66,3.95,23.27,100.58,0.0
2014,3,21,73.43,4.95,24.05,100.28,0.0
2014,3,22,78.24,3.54,24.94,100.14,0.01
2014,3,23,79.99,3.38,24.76,100.26,0.05
2014,3,24,72.35,2.7,24.78,100.52,0.1
2014,3,25,45.83,2.88,25.17,100.55,0.0
2014,3,26,43.04,3.01,26.1,100.56,0.0
2014,3,27,46.98,3.09,25.37,100.6,0.01
2014,3,28,58.41,3.78,25.1,100.63,0.0
2014,3,29,59.32,3.85,25.29,100.67,0.0
2014,3,30,59.74,3.1,26.09,100.56,0.0
2014,3,31,58.66,4.24,25.92,100.44,0.0
2014,4,1,75.84,5.48,25.31,100.31,0.0
2014,4,2,78.03,3.99,25.72,100.21,0.0
2014,4,3,77.85,2.99,25.53,100.41,0.0
2014,4,4,72.57,3.67,26.07,100.51,0.0
2014,4,5,74.88,4.14,26.05,100.42,0.0
2014,4,6,68.62,4.75,26.89,100.38,0.0
2014,4,7,39.92,3.44,26.86,100.63,0.0
2014,4,8,48.4,2.79,25.48,100.62,0.0
2014,4,9,60.54,2.38,25.38,100.57,0.0
2014,4,10,68.96,2.92,25.77,100.58,0.0
2014,4,11,66.39,4.29,25.89,100.52,0.0
2014,4,12,73.21,4.32,25.48,100.35,0.0
2014,4,13,75.47,3.7,26.21,100.25,0.0
2014,4,14,69.36,2.45,27.72,100.36,0.0
2014,4,15,73.1,2.53,27.37,100.49,0.0
2014,4,16,73.36,3.58,27.45,100.31,0.01
2014,4,17,80.2,3.57,26.59,100.02,0.11
2014,4,18,80.39,2.71,26.83,100.25,0.24
2014,4,19,68.91,2.07,28.45,100.34,0.01
2014,4,20,63.56,2.26,28.5,100.3,0.01
2014,4,21,57.82,2.63,28.77,100.35,0.06
2014,4,22,52.2,2.5,29.5,100.67,0.03
2014,4,23,60.97,3.57,28.8,100.59,0.0
2014,4,24,68.67,4.44,28.3,100.3,0.0
2014,4,25,71.92,4.48,28.77,100.24,0.02
2014,4,26,68.82,2.87,29.43,100.25,0.0
2014,4,27,67.81,2.87,30.15,100.29,0.0
2014,4,28,70.29,3.68,29.81,100.2,0.0
2014,4,29,69.88,4.84,29.73,100.04,0.0
2014,4,30,70.85,5.16,29.08,100.08,0.0
2014,5,1,76.11,5.12,28.69,100.03,0.0
2014,5,2,78.2,4.71,29.14,99.87,0.0
2014,5,3,75.63,3.47,29.05,99.85,0.0
2014,5,4,74.32,2.82,29.32,99.81,0.0
2014,5,5,69.65,3.18,30.22,99.99,0.0
2014,5,6,61.85,4.48,31.0,100.15,0.0
2014,5,7,57.02,4.78,30.84,100.11,0.0
2014,5,8,63.53,4.78,30.13,100.04,0.0
2014,5,9,68.32,5.16,29.61,99.77,0.0
2014,5,10,71.91,4.73,29.51,99.61,0.0
2014,5,11,80.02,5.35,28.46,99.94,0.03
2014,5,12,82.05,6.47,27.98,100.03,0.14
2014,5,13,78.53,6.82,28.71,100.0,0.11
2014,5,14,73.34,5.26,28.82,100.13,0.5
2014,5,15,75.25,4.97,28.51,100.07,1.27
2014,5,16,72.36,4.57,28.81,99.99,0.03
2014,5,17,69.04,4.57,28.8,100.16,0.0
2014,5,18,70.21,3.44,28.21,100.32,0.03
2014,5,19,64.7,3.83,29.21,100.35,0.0
2014,5,20,67.99,5.33,29.71,100.22,0.0
2014,5,21,70.62,5.85,29.84,100.05,0.0
2014,5,22,72.15,6.26,29.58,99.86,0.0
2014,5,23,72.74,4.94,30.52,99.63,0.0
2014,5,24,67.07,3.27,31.84,99.71,0.0
2014,5,25,62.56,3.01,31.95,99.78,0.0
2014,5,26,70.9,3.08,30.75,99.94,0.0
2014,5,27,71.26,3.36,30.27,99.97,0.0
2014,5,28,75.47,5.02,29.84,99.93,0.0
2014,5,29,79.47,6.4,29.61,99.87,0.0
2014,5,30,78.51,6.66,29.83,99.76,0.0
2014,5,31,77.57,5.25,29.99,99.7,0.0
2014,6,1,75.62,3.93,30.38,99.75,0.0
2014,6,2,73.16,4.21,30.69,99.88,0.0
2014,6,3,73.19,4.33,31.13,99.72,0.0
2014,6,4,71.6,4.47,31.18,99.59,0.0
2014,6,5,72.33,4.41,31.28,99.52,0.0
2014,6,6,73.98,5.26,30.98,99.48,0.0
2014,6,7,73.02,5.78,30.85,99.37,0.0
2014,6,8,65.79,4.54,32.1,99.07,0.0
2014,6,9,74.44,4.59,30.86,99.13,0.0
2014,6,10,73.27,4.76,30.43,99.33,0.0
2014,6,11,72.01,4.64,30.3,99.36,0.0
2014,6,12,68.62,4.55,31.81,99.35,0.0
2014,6,13,69.48,4.83,31.78,99.37,0.0
2014,6,14,72.02,4.1,31.68,99.33,0.0
2014,6,15,71.74,3.82,31.73,99.27,0.01
2014,6,16,71.96,4.86,31.59,99.3,0.02
2014,6,17,71.32,5.73,30.93,99.27,0.01
2014,6,18,73.76,5.34,30.7,99.02,0.0
2014,6,19,74.84,4.2,31.22,98.9,0.0
2014,6,20,75.06,4.48,31.48,98.91,0.0
2014,6,21,77.33,7.75,31.59,98.93,0.0
2014,6,22,80.04,8.67,30.84,99.25,0.0
2014,6,23,77.81,9.17,30.22,99.37,0.0
2014,6,24,76.74,9.12,30.04,99.28,0.0
2014,6,25,76.6,8.3,30.18,99.31,0.0
2014,6,26,74.15,6.85,30.3,99.64,0.0
2014,6,27,70.24,6.44,30.25,99.97,0.0
2014,6,28,71.32,7.91,29.77,99.87,0.0
2014,6,29,73.41,9.21,29.39,99.65,0.0
2014,6,30,71.58,9.52,29.48,99.55,0.0
2014,7,1,71.89,9.15,29.63,99.61,0.0
2014,7,2,74.6,7.42,29.52,99.71,0.01
2014,7,3,73.43,7.33,29.36,99.52,0.01
2014,7,4,72.56,6.52,29.46,99.46,0.0
2014,7,5,74.44,5.7,29.33,99.56,0.0
2014,7,6,72.88,5.6,29.31,99.71,0.0
2014,7,7,70.47,5.96,29.79,99.69,0.0
2014,7,8,69.04,6.04,29.8,99.54,0.0
2014,7,9,70.1,5.78,29.86,99.47,0.0
2014,7,10,71.62,5.51,29.91,99.49,0.0
2014,7,11,74.71,5.11,30.04,99.45,0.0
2014,7,12,71.16,4.35,30.26,99.34,0.0
2014,7,13,68.91,2.92,30.8,99.32,0.0
2014,7,14,72.64,3.25,30.83,99.33,0.0
2014,7,15,72.07,4.29,30.93,99.13,0.0
2014,7,16,75.03,4.7,30.73,99.1,0.01
2014,7,17,73.04,4.25,30.64,99.08,0.02
2014,7,18,70.89,4.55,30.58,99.05,0.01
2014,7,19,73.07,5.83,30.14,99.14,0.0
2014,7,20,72.99,5.6,29.74,99.31,0.0
2014,7,21,73.05,6.05,29.76,99.37,0.04
2014,7,22,71.65,6.02,29.64,99.34,0.03
2014,7,23,71.98,5.8,29.65,99.26,0.01
2014,7,24,74.56,6.34,29.63,99.26,1.02
2014,7,25,81.14,5.16,28.67,99.36,0.82
2014,7,26,78.36,4.05,29.26,99.66,0.21
2014,7,27,80.57,4.83,29.16,99.71,0.04
2014,7,28,78.06,5.39,29.1,99.35,0.02
2014,7,29,76.74,4.91,29.36,99.24,0.03
2014,7,30,74.59,3.13,30.03,99.32,0.73
2014,7,31,77.31,3.04,29.87,99.36,0.69
2014,8,1,82.4,3.28,29.37,99.27,6.89
2014,8,2,84.78,3.76,28.72,99.26,0.87
2014,8,3,78.96,5.56,28.89,99.19,0.18
2014,8,4,74.59,4.48,28.69,99.14,0.08
2014,8,5,73.66,4.4,28.64,99.24,0.0
2014,8,6,73.78,3.8,28.86,99.33,0.01
2014,8,7,75.63,4.5,28.55,99.28,0.01
2014,8,8,71.69,4.53,28.65,99.32,0.02
2014,8,9,69.56,3.31,29.65,99.53,0.02
2014,8,10,71.09,3.34,29.84,99.7,0.01
2014,8,11,73.43,3.67,29.5,99.57,0.07
2014,8,12,75.11,4.18,29.32,99.55,0.21
2014,8,13,73.97,5.72,29.25,99.56,0.2
2014,8,14,72.92,6.41,29.13,99.46,0.26
2014,8,15,74.46,6.38,28.94,99.29,0.0
2014,8,16,75.83,5.85,29.16,99.4,0.0
2014,8,17,75.14,3.67,28.69,99.86,0.0
2014,8,18,70.39,3.79,28.72,100.15,0.0
2014,8,19,70.85,4.21,28.91,100.27,0.0
2014,8,20,71.98,4.76,28.56,100.08,0.0
2014,8,21,71.41,4.94,28.13,99.8,0.0
2014,8,22,70.06,4.06,28.72,99.79,0.0
2014,8,23,69.19,3.54,28.97,99.95,0.0
2014,8,24,67.86,3.8,28.93,100.02,0.0
2014,8,25,71.93,5.08,28.83,100.04,0.0
2014,8,26,72.77,6.59,28.51,99.93,0.0
2014,8,27,71.82,5.67,28.61,99.79,0.0
2014,8,28,68.82,3.81,29.35,99.82,0.01
2014,8,29,71.82,3.89,29.48,99.82,0.07
2014,8,30,71.85,4.23,29.32,99.78,0.06
2014,8,31,71.68,4.68,29.69,99.5,0.1
2014,9,1,69.75,3.78,30.44,99.32,0.17
2014,9,2,63.96,2.63,31.66,99.45,0.49
2014,9,3,62.49,2.99,31.28,99.49,0.02
2014,9,4,72.19,4.72,29.43,99.42,0.0
2014,9,5,74.03,5.26,28.49,99.43,0.0
2014,9,6,73.5,4.58,28.46,99.59,0.0
2014,9,7,70.65,3.23,28.76,99.81,0.0
2014,9,8,70.05,3.19,29.02,99.91,0.0
2014,9,9,73.46,4.65,28.48,99.83,0.0
2014,9,10,74.23,4.7,28.47,99.81,0.0
2014,9,11,72.07,3.93,28.8,99.91,0.0
2014,9,12,70.92,4.45,28.64,100.03,0.0
2014,9,13,70.46,4.29,28.38,99.96,0.0
2014,9,14,69.38,3.54,28.25,99.92,0.0
2014,9,15,68.85,2.94,28.47,99.97,0.0
2014,9,16,70.19,3.29,28.43,99.94,0.0
2014,9,17,68.78,4.05,28.21,99.91,0.0
2014,9,18,71.37,4.16,28.23,100.05,0.0
2014,9,19,70.67,4.84,28.07,100.12,0.0
2014,9,20,72.35,4.85,28.18,99.98,0.0
2014,9,21,72.27,4.15,28.28,100.02,0.0
2014,9,22,69.86,3.69,28.25,100.19,0.0
2014,9,23,70.14,4.21,27.98,100.19,0.0
2014,9,24,71.85,5.21,27.69,100.18,0.0
2014,9,25,68.87,4.8,28.07,100.26,0.0
2014,9,26,69.18,4.06,28.09,100.42,0.0
2014,9,27,70.66,4.63,28.01,100.5,0.0
2014,9,28,73.85,4.23,27.79,100.5,0.0
2014,9,29,76.21,4.04,27.69,100.43,0.0
2014,9,30,74.42,3.46,27.9,100.39,0.0
2014,10,1,72.03,3.32,27.46,100.53,0.0
2014,10,2,71.88,3.21,27.52,100.56,0.0
2014,10,3,72.29,3.76,27.24,100.41,0.0
2014,10,4,72.75,4.32,28.01,100.44,0.0
2014,10,5,76.63,3.9,27.69,100.51,0.0
2014,10,6,77.42,3.09,27.87,100.57,0.0
2014,10,7,75.29,2.73,27.63,100.38,0.0
2014,10,8,74.58,2.58,27.53,100.39,0.0
2014,10,9,67.88,2.46,28.43,100.5,0.0
2014,10,10,61.79,2.45,28.78,100.36,0.0
2014,10,11,58.91,1.38,29.48,100.18,0.0
2014,10,12,59.98,1.87,29.13,100.21,0.0
